"","lane","tile","cycle","errorrate","nPerfect","n1Error","n2Error","n3Error","n4Error"
"5471",2,1215,86,0.248847931623459,10203,699,54,10,4
"5472",2,1216,86,0.246891811490059,10699,679,55,11,1
"5473",2,2101,86,0.239074304699898,9874,633,20,9,4
"5474",2,2102,86,0.185908168554306,10219,640,21,4,0
"5475",2,2103,86,0.30258572101593,10315,647,26,11,5
"5476",2,2104,86,0.218898206949234,10347,668,24,4,4
"5477",2,2105,86,0.129425898194313,10152,683,60,22,16
"5478",2,2106,86,0.135171666741371,10534,641,26,3,2
"5479",2,2107,86,0.185890063643456,10688,693,26,7,1
"5480",2,2108,86,0.283311188220978,10745,656,20,5,5
"5481",2,2109,86,0.19980888068676,10999,615,15,6,3
"5482",2,2110,86,0.185676395893097,10780,628,25,6,2
"5483",2,2111,86,0.103680662810802,10967,708,27,7,3
"5484",2,2112,86,0.177179306745529,10670,676,31,5,1
"5485",2,2113,86,0.265745401382446,10678,703,26,4,7
"5486",2,2114,86,0.231275573372841,10562,740,35,7,5
"5487",2,2115,86,0.239744275808334,10668,676,39,6,5
"5488",2,2116,86,0.171276867389679,11047,692,38,9,3
"5489",2,2201,86,0.302858233451843,10015,623,27,2,6
"5490",2,2202,86,0.214532226324081,10218,583,24,3,2
"5491",2,2203,86,0.226543322205544,10020,613,27,10,4
"5492",2,2204,86,0.260005563497543,10205,620,19,2,2
"5493",2,2205,86,0.249192431569099,10140,655,75,18,15
"5494",2,2206,86,0.240064010024071,10655,657,22,3,3
"5495",2,2207,86,0.164323538541794,10369,661,21,2,0
"5496",2,2208,86,0.159730240702629,10657,679,32,11,4
"5497",2,2209,86,0.26922732591629,10556,671,27,7,4
"5498",2,2210,86,0.262538462877274,10516,591,38,4,1
"5499",2,2211,86,0.219587177038193,10781,664,21,7,3
"5500",2,2212,86,0.275997161865234,10603,683,38,8,2
"5501",2,2213,86,0.224779710173607,10548,663,24,8,2
"5502",2,2214,86,0.252855509519577,10824,712,29,11,5
"5503",2,2215,86,0.264760404825211,10670,726,31,9,8
"5504",2,2216,86,0.137021496891975,11002,734,35,6,5
"5505",2,1101,87,0.179482340812683,10076,601,23,5,1
"5506",2,1102,87,0.187265917658806,10108,655,19,4,2
"5507",2,1103,87,0.26547834277153,9960,646,36,12,2
"5508",2,1104,87,0.244360908865929,10108,614,25,7,2
"5509",2,1105,87,0.242175862193108,10047,686,69,23,4
"5510",2,1106,87,0.171542078256607,10516,639,29,7,8
"5511",2,1107,87,0.236621767282486,10433,651,20,13,2
"5512",2,1108,87,0.260440051555634,10517,677,30,11,2
"5513",2,1109,87,0.228331357240677,10370,652,29,7,3
"5514",2,1110,87,0.260019719600677,10545,682,27,11,5
"5515",2,1111,87,0.278706789016724,10179,665,40,7,5
"5516",2,1112,87,0.375148683786392,10251,720,45,11,4
"5517",2,1113,87,0.167348459362984,10162,668,33,9,3
"5518",2,1114,87,0.2603440284729,10112,692,40,10,2
"5519",2,1115,87,0.275938183069229,10193,725,50,14,2
"5520",2,1116,87,0.374732345342636,10609,652,41,8,5
"5521",2,1201,87,0.297737210988998,9558,588,18,3,5
"5522",2,1202,87,0.176547110080719,10245,599,20,4,1
"5523",2,1203,87,0.235227704048157,10026,673,37,7,4
"5524",2,1204,87,0.216063886880875,10077,646,24,7,1
"5525",2,1205,87,0.257855027914047,9781,681,67,25,12
"5526",2,1206,87,0.214652359485626,10189,610,21,11,3
"5527",2,1207,87,0.263396918773651,10410,681,28,7,4
"5528",2,1208,87,0.173642843961716,10333,668,36,5,4
"5529",2,1209,87,0.195439741015434,10192,627,31,5,4
"5530",2,1210,87,0.148478105664253,10163,690,25,4,5
"5531",2,1211,87,0.202187299728394,10260,678,36,11,5
"5532",2,1212,87,0.354543745517731,10159,623,37,8,8
"5533",2,1213,87,0.317016303539276,10112,647,41,5,4
"5534",2,1214,87,0.309823215007782,10306,687,47,13,3
"5535",2,1215,87,0.313479632139206,10191,709,54,11,4
"5536",2,1216,87,0.255777031183243,10693,681,59,9,3
"5537",2,2101,87,0.248851448297501,9863,643,20,9,4
"5538",2,2102,87,0.176711305975914,10213,644,23,3,1
"5539",2,2103,87,0.256833612918854,10311,648,28,11,4
"5540",2,2104,87,0.237334549427032,10341,674,24,3,3
"5541",2,2105,87,0.185048118233681,10144,690,61,20,16
"5542",2,2106,87,0.18937686085701,10526,649,25,3,3
"5543",2,2107,87,0.18605475127697,10684,695,27,7,1
"5544",2,2108,87,0.230394333600998,10739,662,20,3,6
"5545",2,2109,87,0.286956518888474,10983,629,16,7,1
"5546",2,2110,87,0.247699931263924,10760,648,24,6,3
"5547",2,2111,87,0.146982535719872,10959,715,27,8,1
"5548",2,2112,87,0.221690163016319,10662,683,32,5,1
"5549",2,2113,87,0.186153709888458,10671,707,29,4,5
"5550",2,2114,87,0.213637173175812,10555,744,37,7,4
"5551",2,2115,87,0.364282548427582,10651,691,39,6,7
"5552",2,2116,87,0.197154119610786,11037,702,35,9,6
"5553",2,2201,87,0.151457786560059,10013,623,28,3,4
"5554",2,2202,87,0.242559939622879,10208,592,24,3,2
"5555",2,2203,87,0.198319002985954,10009,624,26,11,4
"5556",2,2204,87,0.250812828540802,10200,622,20,4,2
"5557",2,2205,87,0.230904221534729,10132,661,76,18,15
"5558",2,2206,87,0.257892400026321,10645,665,22,5,1
"5559",2,2207,87,0.155222788453102,10364,665,22,1,1
"5560",2,2208,87,0.239595353603363,10643,693,32,10,5
"5561",2,2209,87,0.31412672996521,10538,688,27,8,2
"5562",2,2210,87,0.235571265220642,10506,600,37,6,1
"5563",2,2211,87,0.246067315340042,10770,675,20,8,1
"5564",2,2212,87,0.329503953456879,10588,696,39,8,2
"5565",2,2213,87,0.242914974689484,10534,675,25,8,2
"5566",2,2214,87,0.279183387756348,10814,720,27,14,5
"5567",2,2215,87,0.2118831127882,10663,732,32,8,7
"5568",2,2216,87,0.222698077559471,10997,735,39,6,4
"5569",2,1101,88,0.18894661962986,10070,604,26,5,1
"5570",2,1102,88,0.168539330363274,10103,659,20,2,4
"5571",2,1103,88,0.274959713220596,9948,657,36,12,3
"5572",2,1104,88,0.244360908865929,10100,621,24,7,4
"5573",2,1105,88,0.251466900110245,10036,695,70,24,4
"5574",2,1106,88,0.234720587730408,10506,645,32,8,7
"5575",2,1107,88,0.182049885392189,10428,656,19,13,3
"5576",2,1108,88,0.206555902957916,10511,682,30,10,4
"5577",2,1109,88,0.264888554811478,10361,659,30,7,4
"5578",2,1110,88,0.286944031715393,10534,692,28,9,5
"5579",2,1111,88,0.278629153966904,10167,675,40,7,5
"5580",2,1112,88,0.320278197526932,10242,727,44,14,1
"5581",2,1113,88,0.297508358955383,10145,683,34,9,3
"5582",2,1114,88,0.362622022628784,10099,704,39,10,4
"5583",2,1115,88,0.220791161060333,10186,729,52,15,1
"5584",2,1116,88,0.31227695941925,10598,662,42,7,5
"5585",2,1201,88,0.307692319154739,9546,599,19,2,5
"5586",2,1202,88,0.223089799284935,10237,606,20,5,0
"5587",2,1203,88,0.272941172122955,10016,682,35,10,3
"5588",2,1204,88,0.187916934490204,10072,650,25,6,2
"5589",2,1205,88,0.296112328767776,9769,691,66,28,11
"5590",2,1206,88,0.261437922716141,10183,615,20,12,4
"5591",2,1207,88,0.245276167988777,10403,687,28,8,3
"5592",2,1208,88,0.173690468072891,10329,671,37,4,4
"5593",2,1209,88,0.251326441764832,10180,637,33,5,4
"5594",2,1210,88,0.176350474357605,10153,699,26,4,5
"5595",2,1211,88,0.229821652173996,10256,679,38,12,2
"5596",2,1212,88,0.326583921909332,10150,631,38,6,10
"5597",2,1213,88,0.289152145385742,10101,657,42,5,3
"5598",2,1214,88,0.337283492088318,10294,696,49,13,4
"5599",2,1215,88,0.295121282339096,10182,716,55,11,5
